ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize
-0.7030053353813994,-0.9433875027420218,0.2653083481754995,-0.1103338560857102,-0.6959730596512689,11/25/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,0.008595339037249272,S700_2824,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small
-0.5726685409518104,-0.2145470757467488,0.8101579745265006,-1.2937399188895102,0.20367868947599263,12/5/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Classic Cars,0.008595339037249272,S700_2824,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium
-0.45319314605802036,-0.42278719774539825,0.21523572555361467,-0.1103338560857102,-0.45700622241526734,2/4/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
-0.3228563516284313,1.5554939612417713,0.8101579745265006,1.0730722067180898,1.209881901196423,3/11/2004 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
-0.14907395905564585,0.930773595245823,0.8101579745265006,-0.5836962812072303,0.6408527330113097,5/4/2004 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium
-0.007875765090257694,1.0348936562451478,-0.13576840134038795,-1.2937399188895102,0.07055289473889693,6/15/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
0.12246102933933138,1.1390137172444725,0.21523572555361467,-0.5836962812072303,0.3053958299643,7/19/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
0.24193642423312137,-0.8392674417426971,0.11509048030984574,1.0730722067180898,-0.6918145030019259,8/19/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Small
0.35055041959111227,-0.7351473807433724,0.8101579745265006,-0.1103338560857102,-0.151490927243528,9/8/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
0.49174861355650046,0.5142933512485242,0.8101579745265006,-1.2937399188895102,0.39780819994970207,10/11/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
0.5895012093786922,-0.526907258744723,0.7670261114759662,0.5997097815965698,-0.31497996129395245,10/22/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small
0.7089766042724822,-0.11042701474742408,0.8101579745265006,-0.3470150686464702,0.4210845656397753,11/5/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium
0.8393133987020713,1.1390137172444725,0.8101579745265006,-1.0570587063287502,2.567682413959125,11/20/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Large
0.9696501931316603,-0.3186671367460735,-0.04107661004553711,0.1263473564750498,-0.501733809488202,11/1/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
1.0782641884896513,-0.8392674417426971,0.8101579745265006,-0.8203774937679902,0.13984484490857613,12/10/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Classic Cars,0.008595339037249272,S700_2824,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1.2194623824550395,-0.11042701474742408,0.8101579745265006,-0.8203774937679902,0.4517192662899361,1/23/2005 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Classic Cars,0.008595339037249272,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1.3389377773488293,-0.11042701474742408,-1.4287327557747933,0.5997097815965698,-0.9557095770414898,2/17/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Classic Cars,0.008595339037249272,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1.653918363887003,-0.11042701474742408,0.8101579745265006,-0.5836962812072303,0.03324140035729089,5/1/2005 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,0.008595339037249272,S700_2824,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
1.795116557852391,1.1390137172444725,-0.13576840134038795,-1.2937399188895102,0.11729045085901409,5/31/2005 0:00,In Process,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,0.008595339037249272,S700_2824,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-1.6588084945317194,-0.3186671367460735,0.8101579745265006,-1.2937399188895102,0.26990947988990555,2/17/2003 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,Planes,0.43341399582059054,S700_2834,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
-1.5067489010305322,-1.1516276247406712,0.8101579745265006,0.1263473564750498,-0.05898614488814058,4/29/2003 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,Planes,0.43341399582059054,S700_2834,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
-1.3655507070651438,-0.8392674417426971,0.7937976126797464,-1.0570587063287502,-0.4783246010162747,6/27/2003 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,-1.1651700861775494,Planes,0.43341399582059054,S700_2834,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
-1.2352139126355548,-1.5681078687379701,0.8101579745265006,1.5464346318396098,-0.4427978205300118,8/25/2003 0:00,Shipped,0.23455347294126402,0.24823543197396428,-1.1651700861775494,Planes,0.43341399582059054,S700_2834,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small
-0.9854017233121758,0.09781310725122534,0.8101579745265006,0.3630285690358098,0.5824712182730319,10/28/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Planes,0.43341399582059054,S700_2834,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
-0.7681737325961939,-0.6310273197440477,0.8101579745265006,0.3630285690358098,0.25286517340072306,11/18/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Planes,0.43341399582059054,S700_2834,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
-0.529222942808614,-1.0475075637413465,0.8101579745265006,-0.1103338560857102,-0.40502426429847865,1/12/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
-0.38802474884322585,-0.6310273197440477,0.8101579745265006,0.3630285690358098,-0.18447059178206832,2/20/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Planes,0.43341399582059054,S700_2834,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
-0.25768795441363673,-1.0475075637413465,0.6173040121511234,-1.0570587063287502,-0.6448632432762176,4/2/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Planes,0.43341399582059054,S700_2834,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small
-0.09476696137665042,0.930773595245823,0.8101579745265006,-0.8203774937679902,1.465009351633622,5/11/2004 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Planes,0.43341399582059054,S700_2834,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
0.046431232588737756,1.2431337782437972,0.8101579745265006,0.5997097815965698,1.1239152940175026,6/28/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium
0.17676802701832683,1.347253839243122,0.8101579745265006,0.3630285690358098,1.6515668235416525,7/23/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Planes,0.43341399582059054,S700_2834,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
0.2853820223763177,1.0348936562451478,0.8101579745265006,1.5464346318396098,1.0821217996916048,8/27/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium
0.41571881680590683,-0.006306953748099373,0.8101579745265006,-0.8203774937679902,0.269874825251161,9/16/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Planes,0.43341399582059054,S700_2834,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium
0.5351942116996968,-0.42278719774539825,0.8101579745265006,-0.1103338560857102,0.2830031575622122,10/15/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium
0.6438082070576877,1.5554939612417713,0.8101579745265006,0.3630285690358098,2.0791357563716115,11/2/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large
0.7524222024156786,-0.2145470757467488,0.8101579745265006,1.0730722067180898,0.3193732009245919,11/12/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
0.8827589968452677,-0.6310273197440477,0.8101579745265006,-0.1103338560857102,0.3322589507644317,11/24/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
1.0239571908106557,1.347253839243122,-0.736639872803003,-0.5836962812072303,-0.12524581416767377,12/4/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium
1.1108483870970485,0.930773595245823,-0.5571716610295155,-0.3470150686464702,-0.19219857622209763,12/17/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Planes,0.43341399582059054,S700_2834,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
1.2629079805982357,-1.0475075637413465,-0.8392639607508255,0.8363909941573299,-1.069093779240454,2/3/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Planes,0.43341399582059054,S700_2834,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
1.404106174563624,1.5554939612417713,0.8101579745265006,-0.8203774937679902,2.0996397509621225,3/3/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Planes,0.43341399582059054,S700_2834,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Large
1.5127201699216148,-1.255747685739996,0.8101579745265006,0.5997097815965698,-0.40916549362844956,3/30/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Planes,0.43341399582059054,S700_2834,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
1.5453043685290122,-1.4639878077386455,0.6173040121511234,-1.0570587063287502,-0.8669070652586425,4/3/2005 0:00,On Hold,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,Planes,0.43341399582059054,S700_2834,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small
1.7082253615659986,0.618413412247849,0.8101579745265006,-0.8203774937679902,1.2265334551131677,5/10/2005 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Planes,0.43341399582059054,S700_2834,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
-1.6588084945317194,0.930773595245823,-0.45900948994898916,0.3630285690358098,-0.14188004076504626,2/17/2003 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,Planes,-0.516180648753937,S700_3167,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
-1.5067489010305322,0.8266535342464983,-0.3796865234192713,1.7831158444003699,-0.14511447371453526,4/29/2003 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,Planes,-0.516180648753937,S700_3167,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
-1.256936711707153,-0.7351473807433724,0.6118505582022054,-0.8203774937679902,-0.4801093149116179,8/10/2003 0:00,Shipped,0.23455347294126402,0.24823543197396428,-1.1651700861775494,Planes,-0.516180648753937,S700_3167,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
-1.126599917277564,0.8266535342464983,0.13591275902389682,-1.2937399188895102,0.11317810039466349,10/6/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Planes,-0.516180648753937,S700_3167,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
-0.9854017233121758,1.347253839243122,0.6118505582022054,2.0197970569611297,0.6288391249132073,10/28/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Planes,-0.516180648753937,S700_3167,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
-0.648698337702404,0.30605322924987477,-0.06239465730039849,-0.8203774937679902,-0.22412705005205416,12/1/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Planes,-0.516180648753937,S700_3167,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Medium
-0.529222942808614,-0.42278719774539825,0.13591275902389682,1.5464346318396098,-0.48565405711074194,1/12/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Planes,-0.516180648753937,S700_3167,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
-0.38802474884322585,-0.9433875027420218,-0.8159628393327208,2.0197970569611297,-1.0234940504257821,2/20/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Planes,-0.516180648753937,S700_3167,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
-0.25768795441363673,-0.3186671367460735,0.41354314187791,0.5997097815965698,-0.3322495229349745,4/2/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Planes,-0.516180648753937,S700_3167,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small
-0.09476696137665042,0.930773595245823,-0.8159628393327208,0.8363909941573299,-0.32485653333614223,5/11/2004 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Planes,-0.516180648753937,S700_3167,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small
0.03556983305293866,-0.8392674417426971,-0.3796865234192713,-0.3470150686464702,-0.8474484856035912,6/24/2004 0:00,Cancelled,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Planes,-0.516180648753937,S700_3167,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
0.17676802701832683,0.8266535342464983,-0.49867097321384873,2.0197970569611297,-0.20472045235511951,7/23/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Planes,-0.516180648753937,S700_3167,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
0.27452062284051865,-1.0475075637413465,-0.6969783895381441,0.1263473564750498,-1.0276526070751253,8/21/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Planes,-0.516180648753937,S700_3167,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
0.4048574172701077,-1.3598677467393208,-0.14171762383011705,-0.8203774937679902,-1.0059357001285558,9/15/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Planes,-0.516180648753937,S700_3167,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small
0.5351942116996968,-1.4639878077386455,0.17557424228875576,1.5464346318396098,-0.9749775561834461,10/15/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Planes,-0.516180648753937,S700_3167,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small
0.6220854079860895,1.347253839243122,-0.4193480066841302,-0.3470150686464702,0.05218593620429816,11/1/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Planes,-0.516180648753937,S700_3167,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
0.7524222024156786,-0.2145470757467488,-0.9746087723921573,1.5464346318396098,-0.8127938468590654,11/12/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Planes,-0.516180648753937,S700_3167,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
0.8936203963810667,-0.11042701474742408,0.8101579745265006,-0.3470150686464702,0.07212390502864865,11/24/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Planes,-0.516180648753937,S700_3167,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
1.0239571908106557,0.8266535342464983,-0.08470424163688185,-0.1103338560857102,0.0026586816652467205,12/4/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Planes,-0.516180648753937,S700_3167,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium
1.1108483870970485,0.930773595245823,0.8101579745265006,0.8363909941573299,0.8563583798172674,12/17/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Planes,-0.516180648753937,S700_3167,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
1.2629079805982357,0.930773595245823,0.8101579745265006,1.0730722067180898,0.9758013680233997,2/3/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Planes,-0.516180648753937,S700_3167,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
1.3823833754920258,-0.3186671367460735,0.5295529804276229,2.4931594820826497,-0.2890005337818063,3/1/2005 0:00,Resolved,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Planes,-0.516180648753937,S700_3167,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
1.5127201699216148,-0.6310273197440477,-0.8952858058624394,0.8363909941573299,-0.9338540515399422,3/30/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Planes,-0.516180648753937,S700_3167,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
1.5453043685290122,3.3255349982302915,0.41354314187791,0.5997097815965698,2.0589205504373047,4/3/2005 0:00,On Hold,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,Planes,-0.516180648753937,S700_3167,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Large
1.7082253615659986,0.41017329024919946,-0.8159628393327208,0.8363909941573299,-0.5189225103054866,5/10/2005 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Planes,-0.516180648753937,S700_3167,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
-1.6696698940675183,0.41017329024919946,-0.12486149344255176,-0.1103338560857102,-0.2049168286413386,2/11/2003 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
-1.5284717001021302,0.09781310725122534,0.8101579745265006,-1.2937399188895102,0.4042770658486801,4/21/2003 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
-1.4089963052083403,0.7225334732471737,0.37140281590899754,-0.1103338560857102,0.1785020944280948,6/12/2003 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
-1.2677981112429522,-1.4639878077386455,0.8101579745265006,-0.8203774937679902,-0.6839998819650355,8/8/2003 0:00,Shipped,0.23455347294126402,0.24823543197396428,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
-1.148322716349162,1.5554939612417713,0.22267225366577603,-1.0570587063287502,0.5130348737752503,9/28/2003 0:00,Shipped,0.23455347294126402,0.5217594852380163,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
-0.9962631228479749,-1.1516276247406712,0.8101579745265006,1.5464346318396098,-0.40802766632300413,10/23/2003 0:00,Cancelled,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
-0.8876491274899839,0.930773595245823,0.42147543853088165,-0.5836962812072303,0.3094619742436576,11/7/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium
-0.8007579312035913,0.20193316825055005,0.8101579745265006,-0.5836962812072303,0.21509739294231386,11/14/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium
-0.6704211367740022,-0.8392674417426971,0.42147543853088165,0.8363909941573299,-0.5954399526533997,11/26/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Ships,-0.01639399371471198,S700_3505,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
